X,Y,class
2.115097840005998,-0.04624396793368002,1.0
0.8824897202429527,-0.07575605515192822,0.0
-0.05514410395493309,-0.03733245922211456,1.0
0.8295450281029344,-0.5393214930366995,1.0
2.112857076342866,0.6620835334836002,1.0
0.5696926997602635,0.33744135752913684,0.0
0.9521745361967549,-0.7530747091382108,1.0
-0.029221145736673143,0.3928733563262766,1.0
1.7157955733793964,0.3606945394211044,1.0
-0.2788301416383404,0.6142053862138132,1.0
2.00344508668566,-0.3091496039347519,1.0
1.5000961594814135,-0.7463637596324144,1.0
1.2254083492697043,1.1979301686740846,0.0
0.4673081934172612,0.5470319224500304,0.0
-0.3665322231763949,1.1197163341846728,0.0
0.3012445942883551,1.2331569713300374,0.0
0.3043074627037069,0.8237393538028818,0.0
-0.23712491563950083,0.7787603354698339,0.0
1.1633983178077336,0.5529023837343672,0.0
-0.5970241655451736,0.6572360991187756,0.0
0.4635673501248081,-0.195154298389205,1.0
0.6845111142379667,0.7528768522591495,0.0
0.7051569889057123,-0.4589244400760628,1.0
-0.6580500787381698,-0.12944211219823631,0.0
-0.746629463206858,-0.3829632037287942,0.0
0.6058522563968107,0.31252841966998635,0.0
2.181371683049025,-0.022917469276894753,1.0
1.919806334070562,0.1724732889634024,1.0
1.4834364020743789,-0.10517023149846338,1.0
0.47404722604782,-0.14575067196362812,1.0
1.0561460467688328,-1.0357020680498332,1.0
1.8650073229622328,-0.011078737347192516,1.0
0.4194721021516976,-0.3247810115072367,1.0
0.06873257777127617,0.5664846702876993,1.0
-0.17332432476326556,1.0021513076857296,0.0
0.12412420648128768,1.0006289185760988,0.0
0.18121142278818408,0.24717743090960537,1.0
-0.25451559306779087,0.1931727159301121,1.0
1.025806681391205,-0.6257456623273743,1.0
1.5200214310317168,-0.04515581275373087,0.0
0.6417403675063451,-0.39369468370639576,1.0
-0.8761558871630455,0.046566202513465105,0.0
-1.069649973668144,0.13666024731616316,0.0
1.0265876544828723,0.37782457690227467,0.0
0.9313132543149979,1.385178411971549,0.0
0.6768054363547378,1.5718993127141032,0.0
-0.36885733097325313,0.7288660141702618,0.0
-1.0246549549067154,0.16190214636642664,0.0
0.7745538478844521,0.15375803209412348,0.0
1.4045116008147969,-0.00705700513831449,1.0
-0.38147174216725455,-0.23488746653490064,1.0
0.7215522446289363,0.447216575087707,0.0
-0.5134668595395712,0.6786909545326081,0.0
0.3211854615031241,0.2866866685419984,0.0
0.19536280375270595,0.1608510651493314,1.0
0.5282419616404991,0.983009931544712,0.0
-0.22165389689435605,0.2516013870512852,0.0
0.22334676355617628,1.3221718264805824,0.0
-0.10704571812268296,0.5617832625636305,1.0
0.6365168516040097,0.754448252343897,0.0
-0.3722784784934399,0.9929131660820307,0.0
0.20718083265981707,-0.09767142739891907,1.0
0.1273314190904385,-0.3796548967118949,1.0
0.7143523082580422,-0.7999416121460019,1.0
1.0948781363470548,-0.3684184482190744,1.0
-0.14814362283282412,0.9615865686187117,0.0
1.5861879985779967,-0.6298451656162283,1.0
0.7444455063252204,0.5766137068632283,0.0
2.180110277730073,-0.699777507780252,1.0
0.2457559354815964,0.8496383011786973,0.0
-0.9500358136002064,0.9036169893360138,0.0
-0.8823075833032376,0.07249044196648241,0.0
2.0229707875067526,0.12325148232449507,1.0
2.1457732101750753,0.46296361731442903,1.0
0.3553646839272794,-0.6784798863681881,1.0
0.34665025884741507,1.115706761193445,0.0
1.7392373006108919,0.4590035242014501,1.0
0.6385646696350307,-0.4471844341651154,1.0
1.2876687011345485,-0.4910366009324705,1.0
-0.1377260693484619,1.2453261987125588,0.0
-0.5617530312161083,1.0548605100608779,0.0
1.2900374790980524,-0.206914047504865,1.0
-0.8753936535485005,0.5054342299267167,0.0
-0.9285824919481817,-0.4563199052393644,0.0
0.02493632078646507,0.1074795833868682,1.0
0.19725589918348185,-0.06801667981997078,1.0
0.7334605649545699,0.28161928808851167,0.0
1.6829443382714295,-0.20204230317276864,1.0
0.5076412403964465,-0.11731979334752533,1.0
1.6676021747551528,-0.42485665227173697,1.0
-0.8217228210436641,0.6314106629162008,0.0
0.3017090266430521,0.7860353394551198,0.0
1.376715047058109,-0.8091510741803735,1.0
1.17037550831432,0.5984065269053864,0.0
1.6994530943264532,0.5877196698165861,1.0
0.21862323352500593,-0.6525211867631453,1.0
0.9529142847496186,-0.4197656395767486,1.0
-1.318500344394381,0.42311234961533534,0.0
-1.29681764444252,0.18414709023079687,0.0
